#,File Number,Trade Name,Corp Name,Business Status,Address,City,State,Zip,Mail Address,Mail City,Mail State,Mail Zip,County,Permit Number,Issue Date,Permit Status
,00209940CM-999,Front Street Brewery,Wilmington Brewers LLC,Active,9 North Front Street,Wilmington,,28401,,,,,New Hanover,00209940BM,10/1/2013,Active
,00209940CM-999,Front Street Brewery,Wilmington Brewers LLC,Active,9 North Front Street,Wilmington,,28401,,,,,New Hanover,00209940DG,10/1/2013,Active
224,00210046CM-999,Crank Arm Brewing Company,Crank Arm Brewing Company,Active,319 West Davie Street,Raleigh,,27601,324 South Wilmington Street Unit 241,Raleigh,NC ,27601,Wake,00210046BW,10/1/2013,Active
,00210046CM-999,Crank Arm Brewing Company,Crank Arm Brewing Company,Active,319 West Davie Street,Raleigh,,27601,324 South Wilmington Street Unit 241,Raleigh,NC ,27601,Wake,00210046BM,10/1/2013,Active
,00210046CM-999,Crank Arm Brewing Company,Crank Arm Brewing Company,Active,319 West Davie Street,Raleigh,,27601,324 South Wilmington Street Unit 241,Raleigh,NC ,27601,Wake,00210046DG,10/1/2013,Active
225,00210288CM-999,Diablo Distilleries,Diablo Distilleries LLC,Active,245 Jim Parker Road,Jacksonville,,28546,316 Royal Bluff Road,Jacksonville,NC ,28540,Onslow,00210288DI,10/1/2013,Active
,00210288CM-999,Diablo Distilleries,Diablo Distilleries LLC,Active,245 Jim Parker Road,Jacksonville,,28546,316 Royal Bluff Road,Jacksonville,NC ,28540,Onslow,00210288DH,9/10/2015 7:39,Active
226,00210322CM-999,Lake Norman Brewing Company,Lake Norman Brewing Company LLC,Cancelled,159 Barley Park Lane Unit B,Mooresville,,28115,,,,,Iredell,00210322DG,8/19/2013,Cancelled
,00210322CM-999,Lake Norman Brewing Company,Lake Norman Brewing Company LLC,Cancelled,159 Barley Park Lane Unit B,Mooresville,,28115,,,,,Iredell,00210322BM,8/19/2013,Cancelled
,00210322CM-999,Lake Norman Brewing Company,Lake Norman Brewing Company LLC,Cancelled,159 Barley Park Lane Unit B,Mooresville,,28115,,,,,Iredell,00210322BW,8/19/2013,Cancelled
227,00210453CM-998,Dirtbag Ales,D B A LLC,Active,3623 Legion Road,Hope Mills,,28348,3632 Sugar Cane Circle,Fayetteville,NC ,28303,Cumberland,00220936DG,11/26/2014,Active
,00210453CM-998,Dirtbag Ales,D B A LLC,Active,3623 Legion Road,Hope Mills,,28348,3632 Sugar Cane Circle,Fayetteville,NC ,28303,Cumberland,00220936BM,11/26/2014,Active
,00210453CM-998,Dirtbag Ales,D B A LLC,Active,3623 Legion Road,Hope Mills,,28348,3632 Sugar Cane Circle,Fayetteville,NC ,28303,Cumberland,00220936BW,11/26/2014,Active
228,00210453CM-997,Dirtbag Ales Brewery and Taproom,D B A LLC,Active,5435 Corporation Drive,Hope Mills,,28348,,,,,Cumberland,00278540BM,11/19/2019 13:40,Active
,00210453CM-997,Dirtbag Ales Brewery and Taproom,D B A LLC,Active,5435 Corporation Drive,Hope Mills,,28348,,,,,Cumberland,00278540BW,11/19/2019 13:40,Active
,00210453CM-997,Dirtbag Ales Brewery and Taproom,D B A LLC,Active,5435 Corporation Drive,Hope Mills,,28348,,,,,Cumberland,00278540DG,11/19/2019 13:40,Active
229,00211508CM-999,Flat Top Brewing Company,Flat Top Brewing Company LLC,Cancelled,567 East Main Street,Banner Elk,,28604,PO Box 1832,Banner Elk,NC ,28604,Avery,00211508DG,10/1/2013,Cancelled
,00211508CM-999,Flat Top Brewing Company,Flat Top Brewing Company LLC,Cancelled,567 East Main Street,Banner Elk,,28604,PO Box 1832,Banner Elk,NC ,28604,Avery,00211508BW,10/1/2013,Cancelled
,00211508CM-999,Flat Top Brewing Company,Flat Top Brewing Company LLC,Cancelled,567 East Main Street,Banner Elk,,28604,PO Box 1832,Banner Elk,NC ,28604,Avery,00211508BM,10/1/2013,Cancelled
230,00211628CM-999,Lenny Boy Brewing Company,Lenny Boy LLC,Cancelled,2224 Hawkins Street,Charlotte,,28203,,,,,Mecklenburg,00211628BW,2/20/2014,Cancelled
,00211628CM-999,Lenny Boy Brewing Company,Lenny Boy LLC,Cancelled,2224 Hawkins Street,Charlotte,,28203,,,,,Mecklenburg,00211628BM,2/20/2014,Cancelled
231,00211628CM-998,Lenny Boy Brewing Company,Lenny Boy LLC,Active,3000 South Tryon Street,Charlotte,,28217,,,,,Mecklenburg,00211628DG,4/3/2018 11:17,Active
,00211628CM-998,Lenny Boy Brewing Company,Lenny Boy LLC,Active,3000 South Tryon Street,Charlotte,,28217,,,,,Mecklenburg,00243749BW,8/22/2017 15:11,Active
,00211628CM-998,Lenny Boy Brewing Company,Lenny Boy LLC,Active,3000 South Tryon Street,Charlotte,,28217,,,,,Mecklenburg,00243749BM,8/22/2017 15:11,Active
232,00211786CM-999,Granite Falls Brewing Company,Granite Falls Brewing Company,Active,47 Duke Street,Granite Falls,,28630,,,,,Caldwell,00211786DG,9/2/2015 11:23,Active
,00211786CM-999,Granite Falls Brewing Company,Granite Falls Brewing Company,Active,47 Duke Street,Granite Falls,,28630,,,,,Caldwell,00211786BW,11/26/2013,Active
,00211786CM-999,Granite Falls Brewing Company,Granite Falls Brewing Company,Active,47 Duke Street,Granite Falls,,28630,,,,,Caldwell,00211786BM,11/26/2013,Active
233,00211802CM-999,Laws Distillery,Laws Distillery Inc,Active,1889 Greasy Creek Road,Lenoir,,28645,2140 Victory Lane,Lenoir,NC ,28645,Caldwell,00211802DI,2/20/2014,Active
234,00211927CM-999,Blowing Rock Brewing Company,Boone Brewing Company LLC,Active,152 Sunset Drive,Blowing Rock,,28605,PO Box 2678,Blowing Rock,NC ,28605,Watauga,00211927BM,2/6/2014,Active
,00211927CM-999,Blowing Rock Brewing Company,Boone Brewing Company LLC,Active,152 Sunset Drive,Blowing Rock,,28605,PO Box 2678,Blowing Rock,NC ,28605,Watauga,00211927BW,2/6/2014,Active
,00211927CM-999,Blowing Rock Brewing Company,Boone Brewing Company LLC,Active,152 Sunset Drive,Blowing Rock,,28605,PO Box 2678,Blowing Rock,NC ,28605,Watauga,00211927DG,2/6/2014,Active
235,00211927CM-998,Blowing Rock Brewing Company,Boone Brewing Company LLC,Active,883 Highland Avenue SE Ground Floor,Hickory,,28602,PO Box 2678,Blowing Rock,NC ,28605,Catawba,00216318DG,8/13/2015 14:23,Active
,00211927CM-998,Blowing Rock Brewing Company,Boone Brewing Company LLC,Active,883 Highland Avenue SE Ground Floor,Hickory,,28602,PO Box 2678,Blowing Rock,NC ,28605,Catawba,00216318BW,8/13/2015 14:23,Active
,00211927CM-998,Blowing Rock Brewing Company,Boone Brewing Company LLC,Active,883 Highland Avenue SE Ground Floor,Hickory,,28602,PO Box 2678,Blowing Rock,NC ,28605,Catawba,00216318BM,8/13/2015 14:23,Active
236,00212141CM-999,Cookery,Angle Management LLC,Cancelled,1101 West Chapel Hill Street,Durham,,27701,,,,,Durham,00212141DG,2/27/2014,Cancelled
,00212141CM-999,Cookery,Angle Management LLC,Cancelled,1101 West Chapel Hill Street,Durham,,27701,,,,,Durham,00212141BM,2/27/2014,Cancelled
,00212141CM-999,Cookery,Angle Management LLC,Cancelled,1101 West Chapel Hill Street,Durham,,27701,,,,,Durham,00212141BW,2/27/2014,Cancelled
237,00212304CM-999,Double Barley Brewing,Double Barley Brewing Inc,Active,3174 Hwy 70 West,Smithfield,,27577,,,,,Johnston,00212304DG,2/26/2014,Active
,00212304CM-999,Double Barley Brewing,Double Barley Brewing Inc,Active,3174 Hwy 70 West,Smithfield,,27577,,,,,Johnston,00212304BW,2/26/2014,Active
,00212304CM-999,Double Barley Brewing,Double Barley Brewing Inc,Active,3174 Hwy 70 West,Smithfield,,27577,,,,,Johnston,00212304BM,2/26/2014,Active
238,00212547CM-999,Hoots Beer Company,Roller Mills LLC,Cancelled,840 Mill Works Street Suite 110,Winston Salem,,27101,,,,,Forsyth,00212547BM,7/1/2014,Cancelled
,00212547CM-999,Hoots Beer Company,Roller Mills LLC,Cancelled,840 Mill Works Street Suite 110,Winston Salem,,27101,,,,,Forsyth,00212547BW,11/17/2014,Cancelled
,00212547CM-999,Hoots Beer Company,Roller Mills LLC,Cancelled,840 Mill Works Street Suite 110,Winston Salem,,27101,,,,,Forsyth,00212547DG,11/17/2014,Cancelled
239,00212768CM-999,Fonta Flora Brewery,Fonta Flora Brewery LLC,Active,317 North Green Street,Morganton,,28655,PO Box 1541,Morganton,NC ,28680,Burke,00212768BM,2/10/2014,Active
,00212768CM-999,Fonta Flora Brewery,Fonta Flora Brewery LLC,Active,317 North Green Street,Morganton,,28655,PO Box 1541,Morganton,NC ,28680,Burke,00212768BW,2/10/2014,Active
,00212768CM-999,Fonta Flora Brewery,Fonta Flora Brewery LLC,Active,317 North Green Street,Morganton,,28655,PO Box 1541,Morganton,NC ,28680,Burke,00212768DG,2/10/2014,Active
240,00212768CM-998,Fonta Flora Brewery,Fonta Flora Brewery LLC,Active,6751 NC 126,Nebo,,28761,PO Box 825,Morganton,NC ,28680,Burke,00260941BM,11/9/2018 11:52,Active
,00212768CM-998,Fonta Flora Brewery,Fonta Flora Brewery LLC,Active,6751 NC 126,Nebo,,28761,PO Box 825,Morganton,NC ,28680,Burke,00260941BW,11/9/2018 11:52,Active
241,00212943CM-999,Scotts Point Distillery,Scotts Point Distillery Limited,Active,1109 Post Road,Bath,,27808,PO Box 101,Bath,NC ,27808,Beaufort,00212943SE,7/27/2017 17:00,Active
,00212943CM-999,Scotts Point Distillery,Scotts Point Distillery Limited,Active,1109 Post Road,Bath,,27808,PO Box 101,Bath,NC ,27808,Beaufort,00212943DI,2/20/2014,Active
242,00213140CM-999,Innovation Brewing,Innovation Brewing LLC,Active,414 West Main Street,Sylva,,28779,,,,,Jackson,00213140DG,10/20/2014,Active
,00213140CM-999,Innovation Brewing,Innovation Brewing LLC,Active,414 West Main Street,Sylva,,28779,,,,,Jackson,00213140BW,10/20/2014,Active
,00213140CM-999,Innovation Brewing,Innovation Brewing LLC,Active,414 West Main Street,Sylva,,28779,,,,,Jackson,00213140BM,10/20/2014,Active
243,00213229CM-999,District 9 Brewing Company,District 9 Brewing Company LLC,Cancelled,18627 Northline Drive Unit E,Cornelius,,28031,,,,,Mecklenburg,00213229BM,5/22/2014,Cancelled
,00213229CM-999,District 9 Brewing Company,District 9 Brewing Company LLC,Cancelled,18627 Northline Drive Unit E,Cornelius,,28031,,,,,Mecklenburg,00213229BW,5/22/2014,Cancelled
,00213229CM-999,District 9 Brewing Company,District 9 Brewing Company LLC,Cancelled,18627 Northline Drive Unit E,Cornelius,,28031,,,,,Mecklenburg,00213229DG,5/22/2014,Cancelled
244,00213229CM-998,District 9 Brewing Company,District 9 Brewing Company LLC,Active,11138 Treynorth Drive Unit C,Cornelius,,28031,,,,,Mecklenburg,00220412DG,11/14/2014,Active
,00213229CM-998,District 9 Brewing Company,District 9 Brewing Company LLC,Active,11138 Treynorth Drive Unit C,Cornelius,,28031,,,,,Mecklenburg,00220412BM,11/14/2014,Active
,00213229CM-998,District 9 Brewing Company,District 9 Brewing Company LLC,Active,11138 Treynorth Drive Unit C,Cornelius,,28031,,,,,Mecklenburg,00220412BW,11/14/2014,Active
245,00213610CM-999,Bens Tune Up,Koji Kin LLC,Active,195 Hilliard Avenue,Asheville,,28801,PO Box 883,Asheville,NC ,28802,Buncombe,00213610DG,9/6/2016 13:15,Active
,00213610CM-999,Bens Tune Up,Koji Kin LLC,Active,195 Hilliard Avenue,Asheville,,28801,PO Box 883,Asheville,NC ,28802,Buncombe,00213610WE,9/6/2016 13:15,Active
,00213610CM-999,Bens Tune Up,Koji Kin LLC,Active,195 Hilliard Avenue,Asheville,,28801,PO Box 883,Asheville,NC ,28802,Buncombe,00213610WW,8/4/2014,Active
,00213610CM-999,Bens Tune Up,Koji Kin LLC,Active,195 Hilliard Avenue,Asheville,,28801,PO Box 883,Asheville,NC ,28802,Buncombe,00213610UW,8/4/2014,Active
,00213610CM-999,Bens Tune Up,Koji Kin LLC,Active,195 Hilliard Avenue,Asheville,,28801,PO Box 883,Asheville,NC ,28802,Buncombe,00213610FW,8/4/2014,Active
,00213610CM-999,Bens Tune Up,Koji Kin LLC,Active,195 Hilliard Avenue,Asheville,,28801,PO Box 883,Asheville,NC ,28802,Buncombe,00213610BW,8/4/2014,Active
,00213610CM-999,Bens Tune Up,Koji Kin LLC,Active,195 Hilliard Avenue,Asheville,,28801,PO Box 883,Asheville,NC ,28802,Buncombe,00213610BM,8/4/2014,Active
246,00213687CM-999,Unknown Brewing Company,Unknown Brewing Company LLC,Active,1327 South Mint Street,Charlotte,,28203,,,,,Mecklenburg,00213687BW,10/22/2014,Active
,00213687CM-999,Unknown Brewing Company,Unknown Brewing Company LLC,Active,1327 South Mint Street,Charlotte,,28203,,,,,Mecklenburg,00213687BM,10/22/2014,Active
,00213687CM-999,Unknown Brewing Company,Unknown Brewing Company LLC,Active,1327 South Mint Street,Charlotte,,28203,,,,,Mecklenburg,00213687DG,8/14/2015 9:42,Active
247,00214121CM-999,Bombshell Beer Company,Bombshell Beer Company LLC,Active,120 Quantum Street,Holly Springs,,27540,,,,,Wake,00214121BM,2/20/2014,Active
,00214121CM-999,Bombshell Beer Company,Bombshell Beer Company LLC,Active,120 Quantum Street,Holly Springs,,27540,,,,,Wake,00214121BW,2/20/2014,Active
,00214121CM-999,Bombshell Beer Company,Bombshell Beer Company LLC,Active,120 Quantum Street,Holly Springs,,27540,,,,,Wake,00214121DG,2/20/2014,Active
248,00214146CM-999,Helmets Required,Helmets Required LLC,Active,5781 Mount Olive Church Road,Morganton,,28655,,,,,Burke,00214146DI,2/10/2014,Active
249,00214464CM-999,Broomtail Craft Brewery,Broomtail Craft Brewery LLC,Active,6404 Amsterdam Way Suite 100,Wilmington,,28405,8209 Market Street Suite 260A,Wilmington,NC ,28411,New Hanover,00214464DG,8/21/2014,Active
,00214464CM-999,Broomtail Craft Brewery,Broomtail Craft Brewery LLC,Active,6404 Amsterdam Way Suite 100,Wilmington,,28405,8209 Market Street Suite 260A,Wilmington,NC ,28411,New Hanover,00214464BM,8/21/2014,Active
,00214464CM-999,Broomtail Craft Brewery,Broomtail Craft Brewery LLC,Active,6404 Amsterdam Way Suite 100,Wilmington,,28405,8209 Market Street Suite 260A,Wilmington,NC ,28411,New Hanover,00214464BW,8/21/2014,Active
250,00214464CM-998,Broomtail Craft Brewery,Broomtail Craft Brewery LLC,Active,6404 Amsterdam Way Suites 300 and 400,Wilmington,,28405,8209 Market Street Suite 260A,Wilmington,NC ,28411,New Hanover,00278953BM,1/17/2020 11:04,Active
,00214464CM-998,Broomtail Craft Brewery,Broomtail Craft Brewery LLC,Active,6404 Amsterdam Way Suites 300 and 400,Wilmington,,28405,8209 Market Street Suite 260A,Wilmington,NC ,28411,New Hanover,00278953BW,1/17/2020 11:04,Active
251,00214611CM-999,Beech Mountain Resort,Beech Mountain Resort Inc,Active,1007 Beech Mountain Pkwy,Beech Mountain,,28604,PO Box 1118,Banner Elk,NC ,28604,Watauga,00214611BM,8/4/2014,Active
,00214611CM-999,Beech Mountain Resort,Beech Mountain Resort Inc,Active,1007 Beech Mountain Pkwy,Beech Mountain,,28604,PO Box 1118,Banner Elk,NC ,28604,Watauga,00214611DG,1/6/2016 16:30,Active
,00214611CM-999,Beech Mountain Resort,Beech Mountain Resort Inc,Active,1007 Beech Mountain Pkwy,Beech Mountain,,28604,PO Box 1118,Banner Elk,NC ,28604,Watauga,00214611BW,8/4/2014,Active
252,00214719CM-999,Fortnight Brewing,Fortnight Brewing Inc,Active,1006 SW Maynard Road,Cary,,27511,,,,,Wake,00214719DG,7/13/2015 14:46,Active
,00214719CM-999,Fortnight Brewing,Fortnight Brewing Inc,Active,1006 SW Maynard Road,Cary,,27511,,,,,Wake,00214719BM,7/13/2015 14:46,Active
,00214719CM-999,Fortnight Brewing,Fortnight Brewing Inc,Active,1006 SW Maynard Road,Cary,,27511,,,,,Wake,00214719BW,7/13/2015 14:46,Active
253,00214851CM-999,Fair Game Beverage Company,Devils Distillery LLC,Active,220 Lorax Lane Bldg 193,Pittsboro,,27312,220 Lorax Lane Suite 15,Pittsboro,NC ,27312,Chatham,00214851DH,1/28/2015,Active
,00214851CM-999,Fair Game Beverage Company,Devils Distillery LLC,Active,220 Lorax Lane Bldg 193,Pittsboro,,27312,220 Lorax Lane Suite 15,Pittsboro,NC ,27312,Chatham,00214851SE,11/2/2017 9:05,Active
,00214851CM-999,Fair Game Beverage Company,Devils Distillery LLC,Active,220 Lorax Lane Bldg 193,Pittsboro,,27312,220 Lorax Lane Suite 15,Pittsboro,NC ,27312,Chatham,00214851DS,12/20/2017 10:00,Active
,00214851CM-999,Fair Game Beverage Company,Devils Distillery LLC,Active,220 Lorax Lane Bldg 193,Pittsboro,,27312,220 Lorax Lane Suite 15,Pittsboro,NC ,27312,Chatham,00214851WW,1/28/2015,Active
,00214851CM-999,Fair Game Beverage Company,Devils Distillery LLC,Active,220 Lorax Lane Bldg 193,Pittsboro,,27312,220 Lorax Lane Suite 15,Pittsboro,NC ,27312,Chatham,00214851WE,1/28/2015,Active
,00214851CM-999,Fair Game Beverage Company,Devils Distillery LLC,Active,220 Lorax Lane Bldg 193,Pittsboro,,27312,220 Lorax Lane Suite 15,Pittsboro,NC ,27312,Chatham,00214851SL,1/28/2015,Active
,00214851CM-999,Fair Game Beverage Company,Devils Distillery LLC,Active,220 Lorax Lane Bldg 193,Pittsboro,,27312,220 Lorax Lane Suite 15,Pittsboro,NC ,27312,Chatham,00214851UW,1/28/2015,Active
,00214851CM-999,Fair Game Beverage Company,Devils Distillery LLC,Active,220 Lorax Lane Bldg 193,Pittsboro,,27312,220 Lorax Lane Suite 15,Pittsboro,NC ,27312,Chatham,00214851DI,1/28/2015,Active
,00214851CM-999,Fair Game Beverage Company,Devils Distillery LLC,Active,220 Lorax Lane Bldg 193,Pittsboro,,27312,220 Lorax Lane Suite 15,Pittsboro,NC ,27312,Chatham,00214851FW,1/28/2015,Active
254,00215371CM-999,Foothills Distillery,Foothills Distillery LLC,Active,300 Thornburg Drive SE Suite A,Conover,,28613,,,,,Catawba,00215371DI,4/23/2014,Active
255,00215397CM-999,Twin Leaf Brewery,Twin Leaf Brewery LLC,Active,144 Coxe Avenue,Asheville,,28801,,,,,Buncombe,00215397DG,10/8/2014,Active
,00215397CM-999,Twin Leaf Brewery,Twin Leaf Brewery LLC,Active,144 Coxe Avenue,Asheville,,28801,,,,,Buncombe,00215397BM,10/8/2014,Active
,00215397CM-999,Twin Leaf Brewery,Twin Leaf Brewery LLC,Active,144 Coxe Avenue,Asheville,,28801,,,,,Buncombe,00215397BW,10/8/2014,Active
256,00216156CM-999,Small Batch Beer Company,Small Batch Beer Company,Active,239-241 West 5th Street,Winston Salem,,27101,,,,,Forsyth,00216156BW,8/4/2014,Active
,00216156CM-999,Small Batch Beer Company,Small Batch Beer Company,Active,239-241 West 5th Street,Winston Salem,,27101,,,,,Forsyth,00216156BM,8/4/2014,Active
257,00216362CM-999,Brueprint Brewing Company,Brueprint Brewing Company LLC,Active,1229 Perry Road Suite 101,Apex,,27502,711 Unison Court,Cary,NC ,27519,Wake,00216362DG,8/21/2014,Active
,00216362CM-999,Brueprint Brewing Company,Brueprint Brewing Company LLC,Active,1229 Perry Road Suite 101,Apex,,27502,711 Unison Court,Cary,NC ,27519,Wake,00216362BM,8/21/2014,Active
,00216362CM-999,Brueprint Brewing Company,Brueprint Brewing Company LLC,Active,1229 Perry Road Suite 101,Apex,,27502,711 Unison Court,Cary,NC ,27519,Wake,00216362BW,8/21/2014,Active
258,00216423CM-999,One World Brewing,One World Brewing LLC,Active,10 Patton Avenue Suite 002,Asheville,,28801,1 Silverstone Drive,Asheville,NC ,28805,Buncombe,00216423BM,8/4/2014,Active
,00216423CM-999,One World Brewing,One World Brewing LLC,Active,10 Patton Avenue Suite 002,Asheville,,28801,1 Silverstone Drive,Asheville,NC ,28805,Buncombe,00216423BW,8/4/2014,Active
,00216423CM-999,One World Brewing,One World Brewing LLC,Active,10 Patton Avenue Suite 002,Asheville,,28801,1 Silverstone Drive,Asheville,NC ,28805,Buncombe,00216423DG,5/23/2016 13:44,Active
259,00216423CM-998,One World Brewing,One World Brewing LLC,Active,520 Haywood Road,Asheville,,28806,,,,,Buncombe,00266661DG,11/14/2018 13:57,Active
,00216423CM-998,One World Brewing,One World Brewing LLC,Active,520 Haywood Road,Asheville,,28806,,,,,Buncombe,00266661BM,11/14/2018 13:57,Active
,00216423CM-998,One World Brewing,One World Brewing LLC,Active,520 Haywood Road,Asheville,,28806,,,,,Buncombe,00266661BW,11/14/2018 13:57,Active
260,00217374CM-999,Screaming Eagle Distillers,Screaming Eagle Distillers LLC,Active,843 NC Hwy 90 East Suite 2,Taylorsville,,28681,,,,,Alexander,00217374DI,10/30/2014,Active
,00217374CM-999,Screaming Eagle Distillers,Screaming Eagle Distillers LLC,Active,843 NC Hwy 90 East Suite 2,Taylorsville,,28681,,,,,Alexander,00217374LI,10/30/2014,Active
261,00217795CM-999,Sutlers Spirit Company,Lost Colony Spirits LLC,Active,840 Mill Works Street,Winston Salem,,27101,6985 Brandi Wood Circle,Summerfield,NC ,27358,Forsyth,00217795DI,8/4/2014,Active
,00217795CM-999,Sutlers Spirit Company,Lost Colony Spirits LLC,Active,840 Mill Works Street,Winston Salem,,27101,6985 Brandi Wood Circle,Summerfield,NC ,27358,Forsyth,00217795SE,8/3/2017 9:42,Active
,00217795CM-999,Sutlers Spirit Company,Lost Colony Spirits LLC,Active,840 Mill Works Street,Winston Salem,,27101,6985 Brandi Wood Circle,Summerfield,NC ,27358,Forsyth,00217795DH,8/4/2014,Active
262,00218628CM-999,Draft Line Brewing Company,Draft Line Brewing Company LLC,Cancelled,341 East Broad Street Suite 151,Fuquay Varina,,27526,,,,,Wake,00218628BM,10/28/2014,Cancelled
,00218628CM-999,Draft Line Brewing Company,Draft Line Brewing Company LLC,Cancelled,341 East Broad Street Suite 151,Fuquay Varina,,27526,,,,,Wake,00218628BW,10/28/2014,Cancelled
,00218628CM-999,Draft Line Brewing Company,Draft Line Brewing Company LLC,Cancelled,341 East Broad Street Suite 151,Fuquay Varina,,27526,,,,,Wake,00218628DG,10/28/2014,Cancelled
263,00218654CM-999,High Tide Brewing Company,High Tide Brewing Company,Cancelled,1002-A Henderson Drive,Jacksonville,,28540,231 Derby Downs Drive,Sneads Ferry,NC ,28460,Onslow,00218654DG,10/20/2014,Cancelled
,00218654CM-999,High Tide Brewing Company,High Tide Brewing Company,Cancelled,1002-A Henderson Drive,Jacksonville,,28540,231 Derby Downs Drive,Sneads Ferry,NC ,28460,Onslow,00218654BM,10/20/2014,Cancelled
